repo,stars,repo_size_mb,issue_number,issue_title,issue_url,pr_number,pr_url,merged_at,additions,deletions,changed_files,is_merged
jlowin/fastmcp,18896,16.76,901,MCP 6/18/25: Add output schema to tools,https://github.com/jlowin/fastmcp/pull/901,901,https://github.com/jlowin/fastmcp/pull/901,2025-06-28T12:16:06Z,4608,474,42,2025-06-28T12:16:06Z
jlowin/fastmcp,18896,16.76,939,Add automatic MCP list change notifications and client message handling,https://github.com/jlowin/fastmcp/pull/939,939,https://github.com/jlowin/fastmcp/pull/939,2025-06-26T13:38:03Z,1015,57,21,2025-06-26T13:38:03Z
jlowin/fastmcp,18896,16.76,870,Add MCP Middleware,https://github.com/jlowin/fastmcp/pull/870,870,https://github.com/jlowin/fastmcp/pull/870,2025-06-19T22:15:36Z,2601,882,27,2025-06-19T22:15:36Z
jlowin/fastmcp,18896,16.76,527,"Support creating clients from MCP config dicts, including multi-server clients",https://github.com/jlowin/fastmcp/pull/527,527,https://github.com/jlowin/fastmcp/pull/527,2025-05-21T14:27:51Z,433,53,14,2025-05-21T14:27:51Z
jlowin/fastmcp,18896,16.76,833,Add audio support,https://github.com/jlowin/fastmcp/pull/833,833,https://github.com/jlowin/fastmcp/pull/833,2025-06-14T14:51:51Z,587,265,24,2025-06-14T14:51:51Z
jlowin/fastmcp,18896,16.76,300,Add auth support,https://github.com/jlowin/fastmcp/pull/300,300,https://github.com/jlowin/fastmcp/pull/300,2025-05-02T19:55:46Z,1464,13,7,2025-05-02T19:55:46Z
jlowin/fastmcp,18896,16.76,624,Add keep_alive param to reuse subprocess,https://github.com/jlowin/fastmcp/pull/624,624,https://github.com/jlowin/fastmcp/pull/624,2025-05-29T02:04:29Z,354,28,5,2025-05-29T02:04:29Z
jlowin/fastmcp,18896,16.76,578,Permit more flexible name generation for OpenAPI servers,https://github.com/jlowin/fastmcp/pull/578,578,https://github.com/jlowin/fastmcp/pull/578,2025-05-23T22:02:46Z,423,99,6,2025-05-23T22:02:46Z
jlowin/fastmcp,18896,16.76,575,Ensure client headers are passed through to remote servers,https://github.com/jlowin/fastmcp/pull/575,575,https://github.com/jlowin/fastmcp/pull/575,2025-05-23T19:56:34Z,379,63,8,2025-05-23T19:56:34Z
jlowin/fastmcp,18896,16.76,550,Make error masking configurable,https://github.com/jlowin/fastmcp/pull/550,550,https://github.com/jlowin/fastmcp/pull/550,2025-05-23T15:58:02Z,318,102,14,2025-05-23T15:58:02Z
jlowin/fastmcp,18896,16.76,564,Enhance route map logic for include/exclude OpenAPI routes,https://github.com/jlowin/fastmcp/pull/564,564,https://github.com/jlowin/fastmcp/pull/564,2025-05-23T12:27:23Z,876,244,7,2025-05-23T12:27:23Z
jlowin/fastmcp,18896,16.76,521,better error when missing lifespan,https://github.com/jlowin/fastmcp/pull/521,521,https://github.com/jlowin/fastmcp/pull/521,2025-05-20T19:49:00Z,196,66,10,2025-05-20T19:49:00Z
jlowin/fastmcp,18896,16.76,513,Add progress handler to client,https://github.com/jlowin/fastmcp/pull/513,513,https://github.com/jlowin/fastmcp/pull/513,2025-05-20T14:45:38Z,221,4,5,2025-05-20T14:45:38Z
jlowin/fastmcp,18896,16.76,455,Add timeout support to client,https://github.com/jlowin/fastmcp/pull/455,455,https://github.com/jlowin/fastmcp/pull/455,2025-05-15T00:50:24Z,305,20,9,2025-05-15T00:50:24Z
jlowin/fastmcp,18896,16.76,448,Ensure openapi defs for structured objects are loaded properly,https://github.com/jlowin/fastmcp/pull/448,448,https://github.com/jlowin/fastmcp/pull/448,2025-05-14T18:29:10Z,486,126,8,2025-05-14T18:29:10Z
jlowin/fastmcp,18896,16.76,434,Improve error handling for tools and resources,https://github.com/jlowin/fastmcp/pull/434,434,https://github.com/jlowin/fastmcp/pull/434,2025-05-13T22:15:48Z,463,179,20,2025-05-13T22:15:48Z
jlowin/fastmcp,18896,16.76,398,Allow users to pass middleware to starlette app constructors,https://github.com/jlowin/fastmcp/pull/398,398,https://github.com/jlowin/fastmcp/pull/398,2025-05-10T13:31:12Z,321,49,5,2025-05-10T13:31:12Z
jlowin/fastmcp,18896,16.76,390,Ensure FastMCP handles nested SSE and SHTTP apps properly in ASGI frameworks,https://github.com/jlowin/fastmcp/pull/390,390,https://github.com/jlowin/fastmcp/pull/390,2025-05-09T21:45:35Z,387,17,10,2025-05-09T21:45:35Z
jlowin/fastmcp,18896,16.76,299,Add support for tool annotations,https://github.com/jlowin/fastmcp/pull/299,299,https://github.com/jlowin/fastmcp/pull/299,2025-05-02T18:46:45Z,299,7,6,2025-05-02T18:46:45Z
jlowin/fastmcp,18896,16.76,325,Ensure prompts return descriptions,https://github.com/jlowin/fastmcp/pull/325,325,https://github.com/jlowin/fastmcp/pull/325,2025-05-05T16:37:14Z,206,159,15,2025-05-05T16:37:14Z
jlowin/fastmcp,18896,16.76,317,Handle *args/**kwargs appropriately for various components,https://github.com/jlowin/fastmcp/pull/317,317,https://github.com/jlowin/fastmcp/pull/317,2025-05-04T19:07:19Z,188,21,11,2025-05-04T19:07:19Z
jlowin/fastmcp,18896,16.76,301,Add low-level methods to client,https://github.com/jlowin/fastmcp/pull/301,301,https://github.com/jlowin/fastmcp/pull/301,2025-05-02T20:41:24Z,383,48,6,2025-05-02T20:41:24Z
jlowin/fastmcp,18896,16.76,263,"Support context injection in resources, templates, and prompts (like tools)",https://github.com/jlowin/fastmcp/pull/263,263,https://github.com/jlowin/fastmcp/pull/263,2025-04-26T01:15:53Z,609,285,15,2025-04-26T01:15:53Z
jlowin/fastmcp,18896,16.76,164,Allow resource templates to have optional / excluded arguments,https://github.com/jlowin/fastmcp/pull/164,164,https://github.com/jlowin/fastmcp/pull/164,2025-04-15T05:22:33Z,303,45,6,2025-04-15T05:22:33Z
jlowin/fastmcp,18896,16.76,176,Refactor MCP composition,https://github.com/jlowin/fastmcp/pull/176,176,https://github.com/jlowin/fastmcp/pull/176,2025-04-16T13:40:09Z,2132,2021,37,2025-04-16T13:40:09Z
jlowin/fastmcp,18896,16.76,143,Expand support for various method interactions,https://github.com/jlowin/fastmcp/pull/143,143,https://github.com/jlowin/fastmcp/pull/143,2025-04-14T01:46:27Z,1362,151,22,2025-04-14T01:46:27Z
jlowin/fastmcp,18896,16.76,121,Add tags for all core MCP objects,https://github.com/jlowin/fastmcp/pull/121,121,https://github.com/jlowin/fastmcp/pull/121,2025-04-12T15:25:11Z,761,192,22,2025-04-12T15:25:11Z
